word,meaning
flinch,1.n. 退缩；畏惧 2.vi. 退缩；畏惧[新经济人高频]
fling,1.n. 掷，抛；嘲弄；急冲 2.vt. 掷，抛；嘲笑；使陷入；轻蔑地投射；猛动 3.vi. 猛冲，急行[新经济人高频]
flock,1.n. 群；棉束（等于floc） 2.vi. 聚集；成群而行 3.vt. 用棉束填满 4.n. (Flock)人名；(德、瑞典)弗洛克[新经济人高频]
flog,1.vt. 鞭打，鞭策；迫使 2.vi. 剧烈抖动；除尘[新经济人高频]
flooding,1.n. 泛滥；产后出血[新经济人高频]
flop,1.n. 失败；砰然落下；拍击声 2.vi. 失败；扑拍；扑通落下；笨重地摔 3.vt. 笨拙地抛下；扑通放下；拍（翅） 4.adv. 扑通一声；恰巧[新经济人高频]
flounder,1.n. 挣扎，辗转；比目鱼 2.vi. 挣扎，折腾；错乱地做事或说话[新经济人高频]
flourished,1.n. 兴旺；茂盛；挥舞；炫耀；华饰 2.vt. 夸耀；挥舞 3.vi. 繁荣，兴旺；茂盛；活跃；处于旺盛时期[新经济人高频]
flourishing,1.adj. 繁荣的；繁茂的；盛行的 2.v. 茂盛（flourish的ing形式）[新经济人高频]
flout,1.n. 嘲笑；轻视；愚弄 2.vt. 嘲笑；藐视；愚弄 3.vi. 嘲笑；表示轻蔑[新经济人高频]
flower,1.n. 花；精华；开花植物 2.vt. 使开花；用花装饰 3.vi. 成熟，发育；开花；繁荣；旺盛 4.n. (Flower)人名；(英)弗劳尔[新经济人高频]
fluent,1.adj. 流畅的，流利的；液态的；畅流的[新经济人高频]
fluid,1.n. 流体；液体 2.adj. 流动的；流畅的；不固定的[新经济人高频]
flux,1.n. [流][机] 流量；变迁；不稳定；流出 2.vt. 使熔融；用焊剂处理 3.vi. 熔化；流出 4.n. (Flux)人名；(德)弗卢克斯；(英)弗勒克斯[新经济人高频]
foe,1.n. 敌人；反对者；危害物[新经济人高频]
foil,1.n. 箔，金属薄片；衬托，烘托；叶形片 2.abbr. 面向文件的翻译语言（file-Oriented interpretive language） 3.vt. 衬托；阻止，挡开；挫败；贴箔于 4.n. (Foil)人名；(英)福伊尔[新经济人高频]
fold,1.n. 折痕；信徒；羊栏 2.vt. 折叠；合拢；抱住；笼罩 3.vi. 折叠起来；彻底失败[新经济人高频]
foolish,1.adj. 愚蠢的；傻的[新经济人高频]
footage,1.n. 英尺长度；连续镜头；以尺计算长度[新经济人高频]
Force,1.n. 力量；武力；军队；魄力 2.vt. 促使，推动；强迫；强加 3.n. (Force)人名；(意)福尔切；(英、法)福斯[新经济人高频]
forgiven,1.vt. 原谅（forgive的过去分词）[新经济人高频]
formidable,1.adj. 强大的；可怕的；令人敬畏的；艰难的[新经济人高频]
formula,1.n. [数] 公式，准则；配方；婴儿食品[新经济人高频]
forthcoming,1.n. 来临 2.adj. 即将来临的[新经济人高频]
Fortunately,1.adv. 幸运地[新经济人高频]
forum,1.n. 论坛，讨论会；法庭；公开讨论的广场[新经济人高频]
Founded,1.v. 建立（found的过去分词）；创立 2.adj. 有基础的[新经济人高频]
fraction,1.n. 分数；部分；小部分；稍微[新经济人高频]
fractious,1.adj. 易怒的；倔强的，难以对待的[新经济人高频]
fractured,1.adj. 断裂的；挫伤的；折裂的 2.v. 断裂（fracture的过去式）[新经济人高频]
fragmented,1.adj. 片断的；成碎片的 2.v. 分裂（fragment的过去分词）；使成碎片[新经济人高频]
frame of mind,1.心情[新经济人高频]
franc,1.n. 法郎 2.法郎体系[新经济人高频]
franchise,1.n. 特权；公民权；经销权；管辖权 2.vt. 给…以特许（或特权）；赋予公民权[新经济人高频]
Franklin,1.n. 小地主；乡绅[新经济人高频]
Fraser,1.n. 弗雷泽（男子名）；弗雷则河（加拿大西南部河流）[新经济人高频]
fraught,1.adj. 担心的，忧虑的；充满…的[新经济人高频]
fray,1.n. 争论；打架；磨损处 2.vt. 使磨损；变得令人紧张、急躁 3.vi. 被磨损 4.n. (Fray)人名；(法)弗雷；(德)弗赖；(匈)弗劳伊[新经济人高频]
Fred,1.abbr. 快速随机询问显示（Fast Random Enquiry Display）[新经济人高频]
free will,1.自由意志 2.自愿地[新经济人高频]
frenzy,1.n. 狂暴；狂怒；暴怒 2.vt. 使发狂；使狂怒[新经济人高频]
fretted,1.adj. 焦躁的；腐蚀的；附有弦马的 2.v. 烦躁；侵蚀；耗损（fret的过去分词）[新经济人高频]
Friends,1.n. 朋友( friend的名词复数 )[新经济人高频]
fright,1.n. 惊吓；惊骇 2.vt. 使惊恐[新经济人高频]
froth,1.n. 泡沫，泡；口沫 2.vi. 吐白沫；起泡沫 3.vt. 使生泡沫[新经济人高频]
frustrated,1.v. 挫败；阻挠（frustrate的过去式和过去分词形式） 2.adj. 失意的，挫败的；泄气的[新经济人高频]
fulfil,1.vt. 履行；完成；实践；满足[新经济人高频]
fulfilled,1.v. 实现（fulfill的过去分词）；履行；满足 2.adj. 满足的；十分愉快的[新经济人高频]
function,1.n. 功能；[数] 函数；职责；盛大的集会 2.vi. 运行；活动；行使职责[新经济人高频]
functions,1.n. [计] 功能；[数] 函数（function的复数形式）[新经济人高频]
funeral,1.n. 葬礼；麻烦事 2.adj. 丧葬的，出殡的[新经济人高频]
funnel,1.n. 漏斗；烟囱 2.vt. 通过漏斗或烟囱等；使成漏斗形 3.vi. 通过漏斗等；成漏斗形[新经济人高频]
Furthermore,1.adv. 此外；而且[新经济人高频]
furtive,1.adj. 鬼鬼祟祟的，秘密的[新经济人高频]
gadgets,1.n. 小配件；小工具（gadget的复数）[新经济人高频]
gaggle,1.n. 一群；鹅群；咯咯声 2.vi. 嘎嘎叫[新经济人高频]
galaxies,1.n. [天] 星系；银河系（galaxy的复数）[新经济人高频]
Gallery,1.n. 画廊；走廊；旁听席；地道 2.vt. 在…修建走廊；在…挖地道 3.vi. 挖地道 4.n. (Gallery)人名；(英)加勒里[新经济人高频]
galling,1.adj. 难堪的；使烦恼的；擦伤人的 2.n. (Galling)人名；(德)加林[新经济人高频]
gape,1.n. 裂口，张嘴；呵欠 2.vi. 裂开，张开；打呵欠[新经济人高频]
gaps,1.n. 差异，缺口；缝隙（gap的复数形式） 2.v. 裂开；使豁裂（gap的第三人称单数形式）[新经济人高频]
Garcia,1.n. 加西亚（姓氏）[新经济人高频]
garish,1.adj. 炫耀的；过分装饰的；过分鲜艳的[新经济人高频]
garment,1.n. 衣服，服装；外表，外观 2.vt. 给…穿衣服 3.n. (Garment)人名；(英)加门特[新经济人高频]
gases,1.n. 气体 2.煤气 3.毒气 4.用毒气杀死 5.汽油[新经济人高频]
gawk,1.n. 呆子；腼腆的人 2.vi. 呆呆地看着[新经济人高频]
gawp,1.n. 呆人；笨蛋 2.vi. 直瞪瞪地注视[新经济人高频]
gear,1.n. 齿轮；装置，工具；传动装置 2.adj. 好极了 3.vt. 开动；搭上齿轮；使……适合；使……准备好 4.vi. 适合；搭上齿轮；开始工作 5.n. (Gear)人名；(英)吉尔[新经济人高频]
gender,1.n. 性；性别；性交 2.vt. 生（过去式gendered，过去分词gendered，现在分词gendering，第三人称单数genders，形容词genderless）[新经济人高频]
generic,1.adj. 类的；一般的；属的；非商标的[新经济人高频]
genre,1.n. 类型；种类；体裁；样式；流派；风俗画 2.(Genre)人名；(法)让尔 3.adj. 风俗画的；以日常情景为主题的[新经济人高频]
geography,1.n. 地理；地形[新经济人高频]
get around/round,1.（消息）传开；走动；旅行[新经济人高频]
Ghana,1.n. 加纳（非洲西部国家）[新经济人高频]
gimmick,1.n. 暗机关；骗人的玩意；花招 2.vt. 使暗机关；搞骗人的玩意[新经济人高频]
glamorous,1.adj. 迷人的，富有魅力的[新经济人高频]
Glasgow,1.n. 格拉斯哥（英国城市名）[新经济人高频]
glasses,1.n. [轻] 眼镜；玻璃（glass的复数形式）；双筒望远镜 2.v. 把…装入玻璃容器内；给…装上玻璃（glass的第三人称单数形式）[新经济人高频]
glimmer,1.n. 微光；闪光；少许 2.vi. 闪烁；发微光[新经济人高频]
gloom,1.n. 忧郁；阴暗 2.vt. 使黑暗；使忧郁 3.vi. 变阴暗；变忧沉；感到沮丧[新经济人高频]
glut,1.n. （商品）供过于求；大量 2.vt. 使…充满；使…吃饱；过多供应 3.vi. 吃得过多[新经济人高频]
go about,1.v. 着手做；四处走动；传开；从事[新经济人高频]
Goodluck,1.n. (Goodluck)人名；(英)古德勒克[新经济人高频]
gorge,1.n. 峡谷；胃；暴食；咽喉；障碍物 2.vt. 使吃饱；吞下；使扩张 3.vi. 拚命吃；狼吞虎咽 4.n. (Gorge)人名；(西)戈赫；(法)戈尔热[新经济人高频]
grabbed,1.v. 攫取；捕获；强夺；匆忙地做（grab的过去分词形式）[新经济人高频]
grades,1.n. 等级（grade的复数形式）；分数 2.v. 将…分等级；给…评成绩（grade的三单形式） 3.n. (Grades)人名；(葡)格拉德斯[新经济人高频]
graft,1.n. 移植；嫁接；渎职 2.vt. 移植；嫁接；贪污 3.vi. 移植；嫁接；贪污 4.n. （非正式）脚踏实地地埋头苦干[新经济人高频]
grants,1.n. 补助金；津贴（grant的复数）；政府奖助 2.v. [专利] 授予；同意；承认（grant的第三人称单数） 3.n. (Grants)人名；(瑞典)格兰茨[新经济人高频]
graphic,1.adj. 形象的；图表的；绘画似的[新经济人高频]
grassroots,1.n. 草根；基础 2.adj. 基层的；草根的；乡村的[新经济人高频]
grave,1.n. 墓穴，坟墓；死亡 2.adj. 重大的；严肃的；黯淡的 3.vt. 雕刻；铭记 4.n. (Grave)人名；(英)格雷夫；(德、瑞典)格拉弗；(法)格拉夫；(俄、葡)格拉韦[新经济人高频]
gravitational,1.adj. [力] 重力的，[力] 引力的[新经济人高频]
greeted,1.v. 迎接；问候；向…致敬（greet的过去式及过去分词形式）[新经济人高频]
greying,1.adj. 石墨化的；发灰色的[新经济人高频]
grievance,1.n. 不满，不平；委屈；冤情[新经济人高频]
gripped,1.vt. 紧咬，夹住；紧握（grip过去时形式）[新经济人高频]
grisly,1.adj. 可怕的；厉害的；严重的[新经济人高频]
grizzle,1.n. 灰色（物）；斑白的头发 2.n. (Grizzle)人名；(英)格里兹尔 3.adj. 灰色的 4.vt. 使成灰色 5.vi. 变成灰色；抱怨[新经济人高频]
groovy,1.adj. 槽的；绝妙的；时髦的[新经济人高频]
grope,1.n. 摸索；触摸 2.vt. 摸索 3.vi. 摸索；探索 4.n. (Grope)人名；(德)格罗佩[新经济人高频]
gross out,1.惹人讨厌；冒犯[新经济人高频]
grossly,1.adv. 很；非常[新经济人高频]
ground rule,1.程序；基本原则；体育场馆的运动章程[新经济人高频]
growers,1.雏[新经济人高频]
gruelling,1.n. 惩罚；痛打 2.adj. 折磨人的；繁重累人的；使人精疲力尽的 3.v. 累垮；惩罚（gruel的ing形式）[新经济人高频]
grumbles,1.vi. 抱怨；嘟囔 2.n. 怨言 3.vt. 喃喃地说出 4.adj. 抱怨地表示；嘟囔地说[新经济人高频]
grumbling,1.adj. 出怨言的；喃喃鸣不平的[新经济人高频]
grunt,1.n. 咕哝；呼噜声 2.n. (Grunt)人名；(俄、捷、英)格伦特 3.vt. 咕哝着说 4.vi. 作呼噜声；发哼声[新经济人高频]
Guangzhou,1.n. 广州（广东省省会）[新经济人高频]
guaranteed,1.v. 担保（guarantee的过去式和过去分词） 2.adj. 有保证的，；有人担保的[新经济人高频]
Guardian,1.n. [法] 监护人，保护人；守护者 2.adj. 守护的 3.n. (Guardian)人名；(西)瓜尔迪安[新经济人高频]
Guards,1.n. 守卫；后卫（guard的复数形式）；护卫队；禁卫军 2.v. 守卫；看守（guard的第三人称单数）[新经济人高频]
Gujarat,1.n. 古吉拉特邦（印度西部的邦）[新经济人高频]
gullible,1.adj. 易受骗的；轻信的[新经济人高频]
gulp,1.n. 一大口（尤指液体）；吞咽 2.vi. 哽住；喘不过气 3.vt. 狼吞虎咽地吃；大口地吸[新经济人高频]
gum,1.n. 口香糖；树胶；橡皮 2.vt. 用胶粘，涂以树胶；使…有粘性 3.n. (Gum)人名；(英)古姆[新经济人高频]
guru,1.n. 古鲁（指印度教等宗教的宗师或领袖）；领袖；专家 2.n. (Guru)人名；(印)古鲁[新经济人高频]
gush,1.n. 涌出；迸发 2.v. 涌出；迸出[新经济人高频]
gut,1.n. 内脏；肠子；剧情；胆量；海峡；勇气；直觉；肠 2.vt. 取出内脏；摧毁（建筑物等）的内部 3.adj. 简单的；本质的，根本的；本能的，直觉的 4.n. （德、俄、意、葡、塞、捷、匈、瑞典）古特（人名）；（英）格特（人名）[新经济人高频]
habituate,1.vt. 使习惯于，使熟习于 2.vi. 上瘾[新经济人高频]
haggle,1.n. 讨价还价；争论 2.vi. 争论；乱劈 3.vt. 乱劈；乱砍[新经济人高频]
Hague,1.n. 海牙（荷兰一座城市）[新经济人高频]
Haiti,1.n. 海地[新经济人高频]
halcyon,1.n. 翡翠鸟；神翠鸟 2.adj. 宁静的；平稳的 3.n. (Halcyon)人名；(英)哈尔西恩[新经济人高频]
half-hearted,1.adj. 半心半意的；缺乏热情的[新经济人高频]
halfway,1.adj. 中途的；不彻底的 2.adv. 到一半；在中途[新经济人高频]
halved,1.v. 对半分开；均分；把…减半（halve的过去式和过去分词）[新经济人高频]
Hamid,1.n. 哈米德（人名）[新经济人高频]
hamlet,1.n. 小村庄[新经济人高频]
Hamlets,1.小村[新经济人高频]
hammer,1.n. 铁锤；链球；[解剖] 锤骨；音锤 2.vi. 锤击；敲打；重复 3.vt. 锤击；锤打 4.n. (Hammer)人名；(法)阿梅；(德、英、芬、捷、瑞典、荷、丹、挪)哈默[新经济人高频]
Hampshire,1.n. 汉普郡（英国南部之一郡）[新经济人高频]
handout,1.n. 散发材料（免费发给的新闻通报）；上课老师发的印刷品；文字资料 （会议上分发的）；施舍物[新经济人高频]
handsome,1.adj. （男子）英俊的；可观的；大方的，慷慨的；健美而端庄的[新经济人高频]
handy,1.adj. 便利的；手边的，就近的；容易取得的；敏捷的 2.n. (Handy)人名；(英)汉迪[新经济人高频]
hapless,1.adj. 运气不好的，倒霉的[新经济人高频]
happily,1.adv. 快乐地；幸福地；幸运地；恰当地[新经济人高频]
harassment,1.n. 骚扰；烦恼[新经济人高频]
harbour,1.n. 海港（等于harbor）；避难所 2.vt. 庇护；藏匿；入港停泊 3.vi. 藏匿；入港停泊；庇护 4.n. (Harbour)人名；(英)哈伯[新经济人高频]
hardened,1.adj. 变硬的；坚定的 2.v. 坚定，变硬（harden的过去分词）[新经济人高频]
hard-up,1.adj. 缺钱，手头紧[新经济人高频]
hardware,1.n. 计算机硬件；五金器具[新经济人高频]
hare,1.n. 野兔 2.n. (Hare)人名；(印)哈雷；(英)黑尔；(法)阿尔[新经济人高频]
harming,1.损害 2.伤害 3.免于伤害 4.将不受损害[新经济人高频]
Harper,1.n. 竖琴演奏人[新经济人高频]
Harry,1.vt. 折磨；掠夺；骚扰；使苦恼 2.n. (Harry)人名；(英)哈里，哈丽(女名)(教名Henry、Harriet的昵称)[新经济人高频]
harvest,1.n. 收获；产量；结果 2.vt. 收割；得到 3.vi. 收割庄稼[新经济人高频]
